Age,Income,NumPurchases,Calls,Churn
56,827,60,9,0
22,577,8,10,0
41,511,53,5,0
51,207,49,11,0
22,883,83,3,1
47,190,32,9,0
56,351,32,8,0
50,474,41,2,0
64,191,88,9,1
60,538,20,5,1
61,736,24,3,0
61,822,13,14,1
31,919,43,6,0
37,196,21,6,1
39,215,83,4,0
47,249,12,6,0
29,427,90,14,0
23,296,1,7,0
29,295,71,3,0
56,99,8,9,1
34,373,82,8,0
46,831,30,12,0
18,156,2,10,0
58,111,64,10,1
24,908,36,1,0
28,83,7,8,1
40,733,73,12,0
64,418,63,14,0
55,672,17,13,0
63,250,91,13,0
41,304,57,8,0
21,340,59,13,1
34,180,83,13,1
28,273,68,14,0
64,732,32,7,0
34,964,30,3,0
24,391,63,3,0
23,994,43,10,0
48,972,16,1,0
52,464,82,8,0
55,171,13,2,0
49,313,66,11,0
42,962,30,2,0
32,988,50,1,1
37,676,19,5,0
18,244,74,7,0
50,861,43,6,0
40,186,16,4,1
29,886,80,12,0
23,723,30,9,0
49,699,92,13,1
19,148,94,10,0
33,538,14,13,0
32,984,50,2,1
34,921,96,7,0
39,212,93,6,0
42,523,78,3,0
50,72,28,4,1
21,914,19,9,0
27,15,64,1,0
24,123,70,9,0
21,768,15,5,0
21,258,0,8,1
39,168,37,4,0
54,240,48,3,1
62,24,3,8,1
33,14,97,4,0
28,434,10,1,0
63,990,50,1,1
63,46,61,12,1
51,83,2,5,0
18,794,24,4,0
60,648,60,11,1
19,437,64,9,1
49,638,36,12,0
28,520,71,11,1
22,642,69,3,0
49,505,85,1,0
52,168,77,3,0
39,243,50,6,0
48,276,19,13,1
55,778,63,11,1
42,449,36,4,0
31,352,61,9,0
23,630,82,10,1
51,60,45,9,0
58,818,29,1,0
51,168,83,8,0
37,992,18,14,0
57,605,14,4,1
36,541,34,13,0
58,172,28,7,0
54,82,65,1,1
37,379,56,12,0
24,548,10,3,0
42,160,18,13,1
32,392,1,11,0
49,547,54,14,1
19,81,4,10,0
22,842,52,3,0
35,603,1,8,1
62,643,67,12,0
19,941,91,4,0
54,873,58,6,1
22,271,27,4,0
54,677,98,6,0
31,662,21,8,0
36,422,58,14,0
47,584,36,9,1
34,278,19,14,0
28,555,85,5,1
54,416,0,8,0
20,406,98,1,0
34,842,19,10,0
44,713,89,1,0
58,345,86,4,0
61,397,81,14,0
33,729,47,14,1
41,169,21,13,0
52,909,23,5,1
34,989,99,7,0
35,587,50,5,1
41,180,78,8,0
30,565,66,1,1
24,595,46,9,1
61,822,96,8,0
52,947,81,4,0
56,95,2,4,0
23,946,74,4,1
19,872,11,8,0
54,984,85,6,0
38,500,79,7,0
50,108,45,12,1
32,242,94,1,1
50,936,73,14,1
44,80,52,9,0
31,273,80,14,1
37,857,41,7,1
47,851,14,14,1
31,130,85,10,0
25,931,36,4,1
33,270,23,10,1
63,476,20,1,0
27,576,70,14,0
24,970,84,1,0
31,240,37,12,1
19,768,39,6,0
55,549,47,8,0
24,15,88,11,0
36,439,94,1,0
40,307,88,1,1
62,712,28,14,1
41,232,42,11,0
40,659,5,9,0
22,584,44,8,0
63,109,34,5,0
55,561,67,2,1
60,483,61,7,0
46,708,0,10,0
45,358,22,5,0
21,850,22,11,0
38,225,51,4,0
22,99,51,5,1
62,595,9,4,0
41,382,66,5,1
58,960,48,10,1
33,809,17,8,0
23,671,94,4,1
51,605,50,6,1
31,63,14,8,0
52,274,55,7,0
61,537,75,5,0
36,507,84,11,0
24,28,16,5,0
28,927,6,6,0
34,245,97,7,0
24,352,78,10,0
58,769,80,12,1
39,535,36,13,1
40,885,78,13,1
44,987,71,7,0
42,969,60,14,1
46,126,63,11,0
49,257,80,9,0
60,114,47,6,0
30,595,92,5,0
21,930,87,13,1
38,619,17,12,0
45,28,7,14,0
35,381,12,3,0
18,299,5,11,0
21,263,45,11,0
48,70,43,14,0
42,486,52,3,1
19,773,75,6,1
20,514,65,12,0
36,18,26,3,0
57,857,45,7,0
29,164,49,3,0
39,6,24,14,1
55,700,40,12,0
18,790,28,1,0
42,260,13,6,1
59,471,17,1,0
24,814,66,4,0
54,265,31,5,1
26,951,17,7,0
59,431,91,1,1
60,856,47,10,0
28,141,3,6,1
62,467,79,10,0
53,466,1,4,0
62,997,60,4,1
57,633,1,4,0
48,837,83,13,0
58,115,90,3,0
37,119,11,3,0
47,130,29,11,0
57,221,70,7,0
28,509,46,14,1
42,929,45,4,0
51,955,97,13,0
38,247,33,8,1
19,326,2,2,0
49,464,74,8,0
54,935,51,7,1
64,147,87,5,0
50,514,89,11,0
29,176,72,1,0
52,589,83,7,0
20,510,24,12,0
25,262,93,1,1
26,338,6,1,0
55,404,92,7,1
30,290,86,9,0
51,839,64,14,0
29,31,78,12,0
50,347,11,14,0
55,714,39,11,0
64,201,59,6,0
27,916,35,14,0
57,744,13,7,1
31,198,18,7,0
60,103,83,9,0
58,692,89,5,1
20,907,18,1,0
24,32,47,2,0
22,31,66,12,0
40,235,20,14,0
36,101,94,11,0
38,592,71,7,0
51,852,8,14,0
29,665,27,14,0
19,845,17,7,1
42,582,27,10,0
58,656,82,12,0
47,225,77,1,0
27,693,97,8,0
21,65,77,8,0
61,18,51,8,0
18,244,60,11,1
53,820,47,6,0
57,461,78,6,0
27,182,76,11,0
43,114,10,11,0
40,384,75,14,0
22,343,72,13,1
40,317,52,5,0
24,631,93,8,0
62,465,72,8,0
32,302,0,6,0
54,351,85,3,1
18,429,66,3,0
41,787,34,11,0
46,665,26,9,0
47,176,62,6,0
58,801,72,1,0
20,755,2,8,1
39,832,48,10,0
40,727,89,4,1
61,530,68,2,1
37,274,33,13,0
63,221,24,4,0
54,8,60,3,1
61,514,76,11,1
48,458,31,4,0
60,587,32,5,0
28,118,31,10,0
53,701,54,11,0
27,384,48,2,0
26,388,56,6,1
55,60,97,4,0
29,851,30,3,0
39,766,83,1,1
18,717,90,9,0
64,519,3,14,0
32,282,22,10,1
52,17,91,14,0
33,615,87,10,0
27,506,99,8,1
43,244,3,8,1
35,992,91,5,0
21,9,62,7,0
28,853,59,6,1
52,760,42,6,1
18,374,89,14,0
21,816,52,5,1
33,478,0,8,0
47,173,31,14,0
32,219,80,8,0
35,835,44,2,0
41,5,81,1,0
33,930,73,8,0
48,533,79,13,0
20,632,32,12,0
25,993,55,13,0
32,725,7,13,0
25,371,76,2,0
37,341,77,5,0
37,276,3,9,0
40,811,40,1,0
58,563,33,4,1
61,510,60,1,0
24,826,31,8,0
56,861,28,7,0
31,295,57,7,0
46,986,13,12,1
63,856,83,4,0
38,718,6,11,0
19,711,93,2,0
36,199,1,11,1
33,209,42,5,1
62,76,21,9,0
30,94,80,8,0
23,439,62,13,0
52,13,76,12,0
39,591,76,5,0
27,865,55,3,1
50,758,49,10,1
18,159,41,10,1
46,185,89,2,0
43,538,15,4,0
33,915,12,4,1
26,717,93,7,0
20,544,65,5,1
55,194,24,7,0
58,547,18,5,0
64,825,96,6,0
33,807,11,13,0
38,50,67,6,0
56,584,30,11,0
58,861,20,7,0
24,452,86,13,1
32,448,98,5,0
54,168,33,5,1
23,691,51,5,0
53,481,50,2,1
33,977,63,1,0
62,411,60,1,1
30,544,23,3,0
32,99,83,7,0
61,860,84,5,0
34,956,5,4,0
57,257,87,4,0
42,914,34,3,0
34,350,89,6,0
31,88,71,9,1
37,469,33,5,0
60,267,51,13,0
34,526,77,2,1
36,424,5,10,0
32,978,45,8,0
53,759,13,12,1
30,36,82,12,0
36,931,56,6,0
19,993,38,10,0
48,439,13,9,1
38,65,13,2,0
35,78,15,6,0
42,282,13,1,0
44,85,75,3,0
62,33,43,8,0
33,213,59,3,0
32,199,48,12,0
51,756,47,6,1
44,85,55,12,1
33,27,0,5,1
63,768,73,9,1
49,367,77,9,1
61,615,18,6,1
61,809,60,7,0
32,251,53,14,0
56,658,9,13,1
23,800,84,12,1
24,864,44,6,0
23,65,64,13,0
55,29,54,6,0
31,341,76,2,0
40,229,66,13,0
32,896,22,12,0
50,816,99,13,0
43,721,95,2,0
26,892,71,14,1
51,232,51,14,0
46,541,6,9,0
30,341,34,7,1
31,279,52,4,0
61,150,61,9,1
53,123,86,11,0
36,327,92,7,0
36,563,2,12,1
56,337,20,13,0
64,858,83,9,1
33,489,50,6,0
31,387,14,3,0
29,444,74,10,0
59,318,73,1,0
42,632,77,3,0
55,505,62,10,0
25,835,99,11,1
28,336,55,3,0
45,254,43,2,0
58,546,97,13,0
29,928,40,8,1
21,69,28,9,0
62,965,9,13,1
34,833,65,8,1
41,87,76,5,1
26,337,83,9,0
50,564,81,3,0
40,655,46,14,0
23,998,41,6,0
57,155,37,9,1
43,178,99,1,0
37,64,49,1,0
25,862,44,4,0
44,245,25,2,1
18,981,47,8,1
59,427,93,2,0
57,572,97,5,0
44,50,14,8,0
43,780,42,9,0
27,119,69,9,1
40,72,93,14,0
61,377,66,4,0
50,510,91,13,1
36,384,58,12,0
61,514,12,7,0
44,950,73,4,0
53,526,79,13,0
49,592,83,13,1
50,429,8,11,0
24,461,92,8,0
50,950,70,3,0
36,91,28,8,0
24,953,21,6,0
52,225,59,12,1
18,79,7,8,0
50,951,89,3,0
50,313,25,1,0
46,638,69,5,1
46,306,17,8,0
52,77,55,2,0
62,268,25,5,1
58,567,53,10,1
30,430,41,9,0
44,174,44,12,0
26,543,24,10,0
26,539,90,4,1
20,381,4,12,0
37,931,78,1,0
27,90,74,5,0
51,948,49,5,0
38,393,48,8,0
43,490,10,3,1
63,521,76,10,0
53,278,5,9,0
47,184,39,7,1
36,725,69,14,0
61,690,29,8,1
47,546,32,12,1
59,650,16,3,0
51,541,80,9,1
57,395,65,8,0
40,344,44,14,0
32,323,84,2,1
43,600,9,12,1
48,219,22,4,1
38,322,19,6,0
27,507,29,7,1
22,210,97,8,0
63,460,93,14,0
48,703,7,11,0
54,668,27,1,0
37,447,68,1,0
39,736,48,1,0
23,52,66,7,0
54,331,89,6,0
22,62,71,9,0
19,974,67,5,0
22,862,14,4,1
45,894,90,13,0
55,354,36,12,0
41,50,41,6,1
63,964,40,14,1
26,189,69,12,0
51,733,94,1,1
37,408,10,2,0
42,855,95,12,0
48,12,75,11,1
63,503,46,3,0
27,944,69,3,0
61,970,53,1,0
54,145,18,3,0
35,974,14,14,0
25,891,9,7,0
58,239,46,1,0
22,209,71,11,1
25,753,31,13,1
55,781,41,8,0
19,427,13,14,1
34,560,93,8,0
59,735,99,4,0
61,554,40,2,1
64,222,44,6,0
36,787,37,6,0
51,732,12,6,1
55,44,8,11,0
55,422,61,10,0
39,552,87,11,0
22,265,61,10,0
30,29,76,9,1
37,791,83,5,0
46,733,75,12,1
59,14,61,9,0
34,706,43,12,0
40,889,25,14,0
36,676,16,7,0
23,356,0,7,0
43,50,78,11,0
58,604,99,14,0
64,699,44,4,0
61,47,13,11,1
22,542,6,10,0
22,645,32,8,0
53,335,90,12,0
27,484,56,5,1
23,28,56,11,1
24,178,54,11,0
56,855,49,3,0
19,386,33,4,0
46,324,51,13,0
51,904,18,12,1
60,783,21,5,0
52,498,19,10,0
41,168,89,8,0
20,346,65,8,0
48,485,83,3,1
52,209,22,5,0
52,277,41,7,0
61,921,63,8,0
29,615,2,1,1
32,651,70,8,0
63,424,87,14,1
53,732,95,13,1
37,523,4,11,1
48,236,35,14,1
32,201,55,9,0
41,318,8,14,0
27,692,93,5,0
37,533,99,11,1
42,640,40,5,0
31,331,27,3,1
34,111,62,9,0
35,206,17,3,0
39,41,32,9,0
38,932,62,14,1
38,254,99,6,0
51,345,8,13,1
41,413,53,8,0
61,953,18,10,1
26,730,81,7,1
22,606,5,8,1
36,232,30,3,0
58,714,55,7,0
18,847,87,2,0
59,955,6,13,1
48,233,28,4,1
18,906,0,1,0
28,83,17,4,1
50,548,77,1,0
32,358,42,6,0
24,416,9,7,1
23,256,86,9,0
44,556,51,3,1
54,223,51,3,1
28,940,9,7,0
34,306,16,7,1
52,674,87,11,0
44,876,74,8,1
48,213,3,6,0
35,308,54,3,0
19,401,34,2,0
29,945,98,10,1
64,387,0,5,0
54,662,92,3,1
49,535,19,8,0
52,601,87,13,0
49,620,35,9,0
50,815,13,12,1
26,403,74,7,0
54,914,67,10,0
29,456,1,4,0
51,240,87,14,0
19,571,18,13,0
25,199,48,14,0
60,106,92,2,1
30,325,2,3,0
36,340,26,14,0
24,330,5,8,0
29,614,78,6,0
46,143,86,11,1
45,515,84,8,0
64,448,17,8,0
51,817,78,4,0
25,623,67,8,0
48,968,49,12,0
28,849,65,4,1
27,685,32,7,0
38,31,8,9,1
56,996,92,11,0
41,660,81,14,0
19,146,16,10,1
55,274,64,13,0
39,112,86,8,1
25,356,33,7,1
45,270,84,1,1
38,626,11,10,0
19,449,4,6,0
57,652,23,2,0
19,945,67,9,0
44,162,93,1,0
22,875,85,4,1
24,295,74,12,0
44,445,27,6,1
38,955,73,9,1
35,130,90,1,1
53,214,71,6,0
20,546,8,4,0
19,170,31,7,1
39,65,30,4,1
31,946,31,13,0
40,699,27,3,0
20,14,80,14,0
54,697,9,8,0
51,575,93,10,0
57,445,1,10,0
48,257,57,7,0
58,815,66,6,0
31,320,30,10,1
23,361,27,1,0
63,608,66,11,1
30,693,1,8,0
38,736,30,8,1
28,640,65,11,0
47,945,22,3,0
55,738,83,3,0
62,409,69,7,0
18,931,17,14,0
61,672,77,11,0
55,335,51,6,0
33,115,53,10,0
24,622,94,7,0
35,347,41,7,0
59,884,95,7,0
60,20,33,10,0
28,268,83,9,0
38,390,74,6,0
29,301,88,14,1
47,314,25,8,0
38,798,74,8,0
41,465,47,5,0
38,539,16,13,1
48,607,75,4,1
52,66,83,3,1
41,79,97,13,0
29,484,23,2,0
39,352,43,3,0
31,72,35,6,0
18,290,94,6,0
55,153,37,5,0
44,738,54,8,1
23,833,77,7,0
40,98,31,10,1
63,394,67,2,0
27,653,90,1,0
37,889,87,5,0
55,670,15,10,0
29,280,17,3,0
52,70,36,11,0
50,267,65,9,0
41,542,55,6,1
37,362,46,4,0
53,240,31,1,1
60,547,42,7,0
46,853,3,1,0
63,857,41,9,0
38,262,80,12,0
55,371,53,4,0
49,475,4,4,0
57,303,5,8,0
49,700,91,5,0
58,945,90,3,1
41,736,94,14,0
28,352,97,1,0
20,999,61,3,0
61,711,91,6,0
57,793,74,10,0
47,118,78,8,1
59,337,93,12,0
58,177,18,10,1
42,943,70,10,1
55,338,27,12,1
31,964,16,5,0
55,347,62,2,0
49,81,59,2,0
25,637,92,14,1
55,874,56,14,1
60,796,5,13,0
33,664,72,11,0
44,238,89,9,0
36,495,33,2,1
29,764,19,8,0
29,293,20,6,1
38,364,53,9,0
49,407,65,12,1
56,862,10,12,0
53,309,27,11,1
43,540,5,4,0
22,244,70,6,1
37,947,92,13,0
24,30,29,11,0
33,537,19,2,1
33,595,70,7,0
42,161,64,14,0
24,302,39,2,1
32,238,1,7,1
33,858,40,6,1
30,396,14,3,1
37,691,22,8,1
25,226,0,8,0
62,368,49,1,0
24,607,80,6,1
50,886,29,8,0
56,69,90,13,1
47,672,92,14,0
29,290,74,7,0
57,733,85,5,0
39,52,39,11,0
49,212,71,7,0
35,201,8,5,1
46,395,58,6,0
34,970,62,8,1
28,251,83,14,0
50,688,11,13,0
22,918,54,5,0
37,634,17,11,0
20,235,92,2,0
52,597,82,13,0
51,719,51,9,0
49,667,95,10,1
52,547,78,3,1
29,545,51,3,0
32,635,68,9,1
44,526,67,5,0
20,592,36,1,1
26,826,17,5,0
32,308,66,7,0
35,722,53,5,1
40,881,6,3,0
50,470,67,8,0
35,316,28,4,1
62,505,58,6,1
49,970,99,7,0
19,423,38,13,0
21,590,10,6,0
59,353,95,9,1
36,880,39,2,0
51,305,76,7,1
57,942,67,10,0
49,755,88,1,1
29,436,13,10,0
30,489,25,2,0
28,113,15,8,0
43,821,88,10,0
51,71,14,12,0
63,116,73,4,1
41,173,73,11,0
21,809,35,11,1
33,16,4,9,0
57,542,21,3,0
37,888,33,12,0
56,533,78,8,0
52,928,40,7,1
42,741,92,14,1
44,664,27,12,1
39,145,82,3,0
63,671,90,1,0
59,220,80,2,0
29,637,11,13,0
27,744,94,3,0
58,609,94,10,0
25,763,66,8,1
36,519,25,11,0
53,743,3,6,0
43,975,46,8,0
40,274,96,3,1
63,687,84,3,0
26,920,83,7,0
40,197,77,5,1
18,344,46,8,0
54,867,85,12,1
63,488,89,1,0
51,985,15,10,1
30,814,38,3,0
39,930,40,6,0
29,143,21,1,0
62,663,3,11,0
43,665,98,11,0
19,837,59,3,0
59,902,88,6,0
56,937,31,6,1
30,604,82,14,0
40,373,12,13,0
44,426,91,3,0
22,817,20,14,0
47,592,68,1,1
53,914,9,12,1
46,740,7,10,0
33,156,70,11,0
20,752,69,14,1
54,242,27,8,0
49,800,82,3,0
45,756,96,7,0
31,582,25,2,0
36,72,84,3,1
46,763,0,9,0
50,450,46,13,0
48,319,59,2,1
49,171,89,4,1
29,986,78,1,0
22,269,53,13,1
21,36,42,2,1
41,754,52,5,1
48,163,4,10,0
48,826,0,13,1
42,16,86,5,0
22,17,37,14,1
55,182,66,13,1
58,532,41,9,0
43,822,65,2,1
43,548,70,1,0
32,581,13,13,1
40,128,84,1,0
25,641,55,1,1
60,23,91,7,0
34,562,22,5,1
44,15,91,12,0
33,818,60,1,0
38,556,51,2,0
32,603,42,4,0
43,960,53,11,0
33,900,38,8,0
44,101,55,13,0
41,174,85,8,0
51,689,77,12,0
21,24,83,13,1
47,593,23,4,0
40,749,86,12,0
30,954,56,4,1
40,754,67,7,1
45,745,67,10,0
51,466,83,2,1
50,915,62,3,0
35,896,98,10,0
50,103,29,2,0
44,551,58,8,1
30,807,17,12,0
32,921,8,8,0
36,587,21,4,0
57,639,20,7,0
40,410,52,5,0
32,103,96,14,1
21,569,15,4,0
20,829,72,12,0
27,713,80,10,0
57,695,16,3,0
31,133,22,8,0
64,802,35,6,0
60,137,57,13,0
41,679,8,7,0
24,20,0,14,0
19,9,30,10,1
61,49,77,12,0
51,634,96,3,0
57,555,66,10,0
29,502,52,3,1
32,103,57,6,0
39,946,43,4,0
59,98,72,6,0
29,599,27,5,1
37,288,64,2,0
42,0,49,9,0
31,389,51,3,0
26,677,48,13,0
58,308,3,10,0
33,146,33,3,0
48,410,1,3,0
41,70,23,13,0
26,159,79,7,1
36,498,81,12,0
20,925,33,8,1
30,544,5,5,0
58,730,0,7,0
45,879,21,13,0
31,74,64,3,0
22,868,62,7,1
52,70,8,5,0
20,585,96,7,1
62,295,5,11,0
45,860,27,2,0
59,734,79,13,0
51,974,33,10,0
61,515,30,7,0
49,177,69,8,0
29,546,0,6,0
61,246,82,14,1
41,44,66,9,0
59,424,89,7,1
28,514,98,4,0
59,775,56,12,1
26,432,88,7,1
18,423,11,14,0
31,69,32,6,0
19,569,91,6,0
44,680,78,4,0
22,6,96,2,1
28,67,94,8,0
61,798,84,1,0
49,694,11,13,0
41,65,44,10,0
51,293,53,9,0
42,139,2,7,0
64,742,63,10,0
61,74,4,2,0
38,806,11,8,0
24,504,18,7,1
35,533,71,2,0
49,482,18,7,1
21,756,68,2,0
51,532,35,12,0
19,821,93,6,0
23,462,45,10,0
24,222,60,4,0
55,321,96,11,1
24,776,14,5,0
46,425,11,9,1
19,706,6,10,0
29,771,99,2,1
29,522,74,14,1
41,314,54,13,1
52,536,45,6,0
42,648,51,13,1
33,449,56,6,0
56,418,59,6,0
19,296,96,10,0
43,65,4,12,0
55,19,36,14,1
26,367,87,3,0
60,92,16,1,1
30,33,26,11,0
25,795,39,4,0
64,227,79,6,1
48,613,97,2,0
51,368,36,2,0
29,809,43,10,0
60,704,23,3,1
41,135,3,2,0
50,970,44,9,1
24,365,7,13,0
24,430,52,7,1
28,240,26,2,0
53,879,39,13,0
50,260,93,4,0
19,689,87,10,0
48,527,19,12,0
20,144,30,13,0
53,215,25,4,0
27,497,56,10,0
22,906,31,12,1
49,394,46,9,1
27,261,12,4,1
61,281,28,12,0
63,666,1,10,1
51,907,38,7,0
56,512,12,8,0
19,535,20,12,0
51,491,64,5,0
33,701,44,10,1
26,507,45,3,0
22,619,21,4,0
46,459,30,13,0
24,756,94,3,1
58,880,89,10,0
35,542,36,4,0
31,647,20,7,0
26,32,73,8,1
35,493,30,10,1
25,67,23,5,0
27,570,17,3,0
52,706,89,11,1
25,462,25,10,1
39,232,78,8,0
33,108,6,2,1
64,740,1,10,1
18,723,81,11,0
28,310,0,9,1
38,60,29,3,1
25,855,70,4,0
23,527,44,3,0
59,770,64,2,0
27,497,29,2,1
50,967,97,1,0
21,674,14,2,0
45,361,82,14,0
45,316,86,12,0
21,570,91,9,0
44,134,13,13,1
53,318,67,5,0
59,713,19,2,0
50,581,23,1,1
24,41,64,3,0
28,342,92,14,0
63,856,76,10,1
23,263,77,12,0
49,247,6,1,0
29,489,45,14,0
24,396,32,6,0
55,108,24,2,0
45,336,39,14,1
64,738,68,10,0
38,310,5,14,0
19,259,37,4,0
48,273,88,2,0
39,728,47,9,0
37,699,78,4,0
58,655,57,12,0
37,418,83,10,0
59,690,11,7,0
27,952,12,4,1
25,947,55,9,0
59,618,91,4,1
53,604,21,4,1
32,954,63,8,0
26,150,83,14,0
23,789,49,1,0
25,825,73,7,0
48,467,88,2,0
27,794,6,3,1
34,696,32,1,0
38,507,71,9,0
59,879,35,4,0
32,408,75,7,0
19,926,49,1,0
31,702,76,3,0
38,805,55,4,0
47,583,53,14,0
18,13,89,7,0
58,319,41,8,1
21,504,68,4,0
53,595,24,14,0
33,361,10,8,0
32,657,34,3,0
34,756,98,5,1
24,807,78,5,1
61,465,21,12,0
42,837,74,11,0
20,111,62,3,0
33,424,52,2,0
30,820,41,8,0
58,144,41,9,0
29,867,6,13,0
25,11,46,14,0
45,941,5,6,1
21,21,61,10,0
21,499,16,14,1
59,991,41,14,0
31,406,88,5,0
41,123,42,13,0
39,881,47,7,1
31,346,25,13,0
26,716,85,5,0
19,883,46,6,0
29,704,17,11,1
34,843,98,9,0
61,362,65,7,0
50,873,95,7,0
38,261,2,4,1
32,711,73,8,1
28,793,97,14,0
56,95,44,13,0
36,193,58,7,0
46,681,93,8,0
55,219,2,12,0
19,47,61,8,0
41,823,77,3,0
18,280,77,5,0
22,495,53,1,0
24,279,21,5,0
28,773,74,6,0
59,515,61,2,1
35,891,50,14,0
47,350,51,13,0
24,985,97,12,0
42,252,14,9,1
38,93,32,7,0
33,960,42,10,0
51,134,21,13,1
21,690,9,11,0
40,558,33,7,0
50,143,15,5,0
28,745,48,8,0
28,103,5,13,0
64,147,56,2,0
44,726,55,7,1
56,402,1,11,0
55,778,23,1,1
41,581,62,14,0
44,293,74,6,0
36,517,40,10,0
45,208,65,13,0
20,876,73,6,0
30,117,55,10,0
38,981,93,9,0
49,318,16,11,1
28,789,62,12,1
28,312,77,10,0
45,928,54,10,0
18,242,97,12,0
61,365,16,3,0
25,576,42,9,0
35,378,78,6,0
23,9,8,12,0
30,669,12,12,0
22,220,33,11,0
46,711,50,3,0
24,284,48,12,1
26,730,66,3,0
26,62,82,14,0
25,712,29,1,0
21,734,90,12,0
64,683,59,6,0
33,859,67,12,1
36,80,52,7,1
19,998,52,8,1
54,640,15,14,1
64,262,50,14,0
53,642,16,1,1
46,866,94,1,1
64,635,81,9,0
56,720,29,10,0
27,850,78,9,0
46,229,95,7,0
40,52,76,12,0
26,934,85,5,0
23,305,33,3,1
58,755,68,12,0
37,625,56,2,0
43,875,51,5,1
25,922,43,9,0
36,833,90,8,0
36,95,41,6,0
61,519,11,3,1
47,606,97,8,0
20,879,33,1,1
48,483,51,9,0
24,520,50,5,1
46,390,93,7,0
28,13,16,13,0
31,598,98,10,1
20,240,16,7,0
34,663,97,12,0
52,782,65,6,0
35,117,74,6,0
20,510,75,13,0
36,821,83,8,1
20,735,88,6,0
42,437,75,1,0
50,451,77,10,0
52,56,71,5,0
40,445,4,13,1
48,867,18,10,0
59,198,2,6,0
37,306,40,11,0
57,831,0,4,1
30,605,21,4,0
28,137,5,5,0
51,829,86,4,0
45,168,78,1,0
60,808,82,1,0
46,825,93,2,0
51,62,68,9,1
24,399,99,13,0
40,968,83,12,0
47,614,65,8,0
52,575,53,5,1
46,84,37,5,1
48,496,68,13,0
58,549,63,5,0
22,813,56,8,1
19,459,41,11,0
24,904,7,12,0
30,594,75,4,1
51,208,71,13,0
19,700,80,12,0
58,906,95,2,0
57,900,25,13,0
60,266,73,14,1
55,533,27,3,0
22,870,37,6,0
58,967,74,7,0
56,400,31,14,0
26,956,35,5,0
45,221,63,6,0
53,719,81,2,0
48,71,26,7,0
42,444,73,3,0
42,411,66,11,0
25,286,51,4,1
53,970,23,3,0
20,861,71,14,0
34,310,92,7,0
32,10,32,3,0
51,949,36,2,0
46,283,2,5,0
38,379,28,1,0
23,38,5,10,1
51,584,56,3,1
45,893,28,7,1
25,229,88,2,0
56,590,11,2,0
63,914,42,5,0
61,835,17,10,0
19,188,58,6,0
54,909,28,12,1
64,778,78,3,0
24,401,56,11,0
45,824,0,13,0
55,335,57,14,1
40,904,64,7,0
46,205,21,14,0
32,420,85,7,0
48,859,95,12,0
54,695,76,10,0
41,427,87,2,1
30,664,38,10,0
19,731,24,9,0
37,898,89,12,0
33,189,11,6,1
30,482,97,5,0
32,578,29,7,0
34,928,29,12,0
19,608,2,2,1
19,309,79,12,0
54,522,27,4,1
32,172,40,9,1
20,606,8,3,0
40,83,21,10,0
64,247,12,2,1
24,149,24,13,0
58,928,94,3,0
62,594,57,13,0
59,154,98,3,1
39,498,70,5,0
38,88,42,12,1
20,917,33,13,0
26,803,92,7,0
51,327,55,4,0
22,648,32,2,0
18,522,73,8,1
33,927,87,1,0
60,946,40,5,0
31,70,97,5,0
23,223,97,8,1
53,864,23,9,0
57,82,58,3,1
44,686,97,7,0
29,109,67,8,0
61,910,49,4,0
41,272,87,10,0
20,826,65,13,0
53,617,50,3,0
36,479,99,10,0
56,603,70,7,0
47,960,89,10,0
61,476,9,4,0
50,806,14,12,1
37,793,42,14,1
23,921,39,13,0
60,433,73,7,1
20,864,12,12,1
37,22,64,14,1
47,436,42,4,1
58,544,7,13,0
44,282,26,10,1
43,569,89,6,0
58,926,89,3,1
44,899,22,7,0
41,616,26,1,0
60,367,64,1,1
50,686,36,14,0
27,482,57,8,1
52,205,3,9,0
50,393,2,2,1
28,934,53,1,1
56,491,75,8,1
36,773,96,6,0
21,948,54,3,0
34,755,1,10,0
57,346,79,1,1
57,841,91,10,0
42,362,14,11,0
53,975,64,9,0
38,555,5,7,0
19,647,61,8,1
52,794,2,6,1
43,61,47,5,1
47,867,52,1,0
21,88,76,13,0
21,434,47,11,0
37,907,39,2,0
32,643,1,9,0
63,880,35,9,0
54,891,28,1,0
48,720,23,10,1
26,972,37,10,0
57,484,21,7,0
46,786,28,13,0
53,263,74,10,1
38,947,29,3,1
62,181,0,6,1
27,769,77,3,1
30,270,37,11,0
27,138,35,5,0
51,986,78,6,0
50,189,97,14,1
41,94,12,12,1
57,309,53,12,0
48,689,86,9,0
35,456,27,3,1
54,253,13,7,1
34,722,46,1,0
20,29,8,1,1
33,689,49,14,0
39,674,35,11,1
23,679,47,5,0
19,593,85,7,0
18,506,39,8,1
55,952,98,11,0
60,728,5,9,0
54,829,81,2,0
24,309,46,6,0
18,196,22,7,1
29,867,42,7,0
36,230,59,2,0
62,261,64,6,1
64,944,75,2,1
54,947,23,4,0
26,965,61,3,1
19,247,99,10,0
54,817,7,5,0
18,415,97,1,0
57,511,38,12,1
59,947,42,8,1
61,555,35,8,0
22,160,25,4,0
43,559,60,6,0
39,890,3,1,0
57,906,26,3,0
58,536,88,1,0
61,85,62,9,0
60,658,72,6,0
25,158,50,9,0
48,313,96,1,1
43,453,86,8,0
33,498,39,14,0
34,879,18,4,0
